"appId","settingId","appName","title","description","default","type","enum","enumLabels","minimum","maximum","oneOf","multipleOf","schema"
"com.microsoft.windows.onscreenKeyboard","UseDevice","Windows Built-in Onscreen Keyboard","Scan using gaming device","Use joystick, game pad or other gaming device",1,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Scan using gaming device"",""description"":""Use joystick, game pad or other gaming device"",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":1}"
"com.microsoft.windows.onscreenKeyboard","UseKB","Windows Built-in Onscreen Keyboard","Scan using keyboard key","Use specific keyboard key for scanning",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Scan using keyboard key"",""description"":""Use specific keyboard key for scanning"",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.microsoft.windows.onscreenKeyboard","ScanKey","Windows Built-in Onscreen Keyboard","Scan keyboard key","Keyboard key using for scanning",32,,"[32,13,113,114,115,116,117,118,119,120,123]","[""Space Bar Key"",""Enter"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8"",""F9"",""F12""]",,,,,"{""title"":""Scan keyboard key"",""description"":""Keyboard key using for scanning"",""enum"":[32,13,113,114,115,116,117,118,119,120,123],""enumLabels"":[""Space Bar Key"",""Enter"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8"",""F9"",""F12""],""default"":32}"
"com.microsoft.windows.onscreenKeyboard","UseMouse","Windows Built-in Onscreen Keyboard","Scan using mouse click","Use mouse clicks to for scanning",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Scan using mouse click"",""description"":""Use mouse clicks to for scanning"",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.microsoft.windows.onscreenKeyboard","UseTextPrediction","Windows Built-in Onscreen Keyboard","Text prediction","Use OSK text prediction to show suggestions while typing",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Text prediction"",""description"":""Use OSK text prediction to show suggestions while typing"",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.microsoft.windows.onscreenKeyboard","InsertSpace","Windows Built-in Onscreen Keyboard","Auto insert space","Insert space after predicted word",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Auto insert space"",""description"":""Insert space after predicted word"",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.microsoft.windows.onscreenKeyboard","Dock","Windows Built-in Onscreen Keyboard","Dock","Dock the OSK at the bottom of the screen",0,,"[0,1]","[""Off"",""On""]",,,,,"{""title"":""Dock"",""description"":""Dock the OSK at the bottom of the screen"",""enum"":[0,1],""enumLabels"":[""Off"",""On""],""default"":0}"
"com.microsoft.windows.screenDPI","screen-dpi","Windows DPI","Screen DPI","Screen DPI of the default display.",,"number",,,1,5,,,"{""title"":""Screen DPI"",""description"":""Screen DPI of the default display."",""type"":""number"",""minimum"":1,""maximum"":5}"
"com.microsoft.windows.screenResolution","screen-resolution","Windows Screen Resolution","Screen resolution","Screen resolution of the default display.",,"array",,,,,,,"{""title"":""Screen resolution"",""description"":""Screen resolution of the default display."",""type"":""array""}"
"com.microsoft.windows.stickyKeys","StickyKeysOn","Windows StickyKeys",,,,,,,,,,,
"com.microsoft.windows.touchPadSettings","SystemSettings_Input_Touch_SetActivationTimeout","Windows precision touchpad settings","Touchpad sensitivity","Changes Windows 10 precision touchpad sensitivity.","Medium sensitivity",,"[""Low sensitivity"",""Medium sensitivity"",""High sensitivity"",""Most sensitive""]","[""Low sensitivity"",""Medium sensitivity"",""High sensitivity"",""Most sensitive""]",,,,,"{""title"":""Touchpad sensitivity"",""description"":""Changes Windows 10 precision touchpad sensitivity."",""default"":""Medium sensitivity"",""enum"":[""Low sensitivity"",""Medium sensitivity"",""High sensitivity"",""Most sensitive""],""enumLabels"":[""Low sensitivity"",""Medium sensitivity"",""High sensitivity"",""Most sensitive""]}"
"com.microsoft.windows.typingEnhancement","EnableAutocorrection","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableSpellchecking","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableTextPrediction","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnablePredictionSpaceInsertion","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableDoubleTapSpace","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableKeyAudioFeedback","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableAutoShiftEngage","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableShiftLock","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableCompatibilityKeyboard","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.typingEnhancement","EnableDesktopModeAutoInvoke","Windows typing autocorrect",,,,,,,,,,,
"com.microsoft.windows.volumeControl","volume","GPII Test solution for volume control of the computer",,,,,,,,,,,
"com.office.windowsOneNoteLearningTools","DictationLanguage","LearningTools for OneNote 2016","Dictation Language","Voice dictation language",1033,"number","[1031,3082,1036,1033,1040,1041,1046,1049]","[""German"",""Spanish"",""French"",""English"",""Italian"",""Japanese"",""Portuguese"",""Russian""]",,,,,"{""title"":""Dictation Language"",""description"":""Voice dictation language"",""type"":""number"",""enum"":[1031,3082,1036,1033,1040,1041,1046,1049],""enumLabels"":[""German"",""Spanish"",""French"",""English"",""Italian"",""Japanese"",""Portuguese"",""Russian""],""default"":1033}"
"com.office.windowsOneNoteLearningTools","ReadingComprehensionDefaultFont","LearningTools for OneNote 2016","Font Spacing","The font in which text is preferred to be presented","Calibri","string","[""Calibri"",""Sitka Small""]","[""Calibri"",""Sitka Small""]",,,,,"{""title"":""Font Spacing"",""description"":""The font in which text is preferred to be presented"",""type"":""string"",""enum"":[""Calibri"",""Sitka Small""],""enumLabels"":[""Calibri"",""Sitka Small""],""default"":""Calibri""}"
"com.office.windowsOneNoteLearningTools","IsReadingComprehensionFontWide","LearningTools for OneNote 2016","Font Spacing","Set wider font spacing for reading",0,"number","[1,0]","[""Default"",""Wide""]",,,,,"{""title"":""Font Spacing"",""description"":""Set wider font spacing for reading"",""type"":""number"",""enum"":[1,0],""enumLabels"":[""Default"",""Wide""],""default"":0}"
"com.office.windowsOneNoteLearningTools","ReadingComprehensionTheme","LearningTools for OneNote 2016","Theme","Set the theme for reading",0,"number","[0,1,2,3,4,5]","[""White"",""Reverse (High-Contrast)"",""Yellow"",""Pink"",""Green"",""Blue""]",,,,,"{""title"":""Theme"",""description"":""Set the theme for reading"",""type"":""number"",""enum"":[0,1,2,3,4,5],""enumLabels"":[""White"",""Reverse (High-Contrast)"",""Yellow"",""Pink"",""Green"",""Blue""],""default"":0}"
"com.office.windowsOneNoteLearningTools","ReadingComprehensionFontSize","LearningTools for OneNote 2016","Font Size","The font size in which text is preferred to be presented",48,"number",,,12,96,,2,"{""title"":""Font Size"",""description"":""The font size in which text is preferred to be presented"",""type"":""number"",""minimum"":12,""maximum"":96,""default"":48,""multipleOf"":2}"
"com.office.windowsOneNoteLearningTools","SynthRate","LearningTools for OneNote 2016","Synth rate","The font size in which text is preferred to be presented",0,"number","[4294967286,4294967289,4294967291,4294967294,0,2,4,6,8]","[""-4"",""-3"",""-2"",""-1"",""0"",""1"",""2"",""4"",""6""]",,,,,"{""title"":""Synth rate"",""description"":""The font size in which text is preferred to be presented"",""type"":""number"",""enum"":[4294967286,4294967289,4294967291,4294967294,0,2,4,6,8],""enumLabels"":[""-4"",""-3"",""-2"",""-1"",""0"",""1"",""2"",""4"",""6""],""default"":0}"
"com.office.windowsOneNoteLearningTools","SynthVoices","LearningTools for OneNote 2016","Synth voice","The voice that will be used for text reading",,"string","[""[{\""Lang\"":\""zh\"",\""Voice\"":\""Microsoft Tracy Desktop\""}]"",""[{\""Lang\"":\""zh\"",\""Voice\"":\""Microsoft Hanhan Desktop\""}]"",""[{\""Lang\"":\""zh\"",\""Voice\"":\""Microsoft HuiHui Desktop\""}]"",""[{\""Lang\"":\""en\"",\""Voice\"":\""Microsoft Zira Desktop\""}]"",""[{\""Lang\"":\""en\"",\""Voice\"":\""Microsoft David Desktop\""}]"",""[{\""Lang\"":\""en\"",\""Voice\"":\""Microsoft Helena Desktop\""}]"",""[{\""Lang\"":\""fr\"",\""Voice\"":\""Microsoft Hortense Desktop\""}]"",""[{\""Lang\"":\""de\"",\""Voice\"":\""Microsoft Hedda Desktop\""}]"",""[{\""Lang\"":\""it\"",\""Voice\"":\""Microsoft Elsa Desktop\""}]"",""[{\""Lang\"":\""ja\"",\""Voice\"":\""Microsoft Haruka Desktop\""}]"",""[{\""Lang\"":\""ko\"",\""Voice\"":\""Microsoft Heami Desktop\""}]"",""[{\""Lang\"":\""pl\"",\""Voice\"":\""Microsoft Paulina Desktop\""}]"",""[{\""Lang\"":\""pt\"",\""Voice\"":\""Microsoft Maria Desktop\""}]"",""[{\""Lang\"":\""ru\"",\""Voice\"":\""Microsoft Irina Desktop\""}]"",""[{\""Lang\"":\""es\"",\""Voice\"":\""Microsoft Sabina Desktop\""}]"",""[{\""Lang\"":\""es\"",\""Voice\"":\""Microsoft Helena Desktop\""}]""]","[""ZH - Microsoft Tracy"",""ZH - Microsoft Hanhan"",""ZH - Microsoft HuiHui"",""EN - Microsoft Zira"",""EN - Microsoft David"",""EN - Microsoft Helena"",""FR - Microsoft Hortense"",""DE - Microsoft Hedda"",""IT - Microsoft Elsa"",""JA - Microsoft Haruka"",""KO - Microsoft Heami"",""PL - Microsoft Paulina"",""PT - Microsoft Maria"",""RU - Microsoft Irina"",""ES - Microsoft Sabina"",""ES - Microsoft Helena""]",,,,,"{""title"":""Synth voice"",""description"":""The voice that will be used for text reading"",""type"":""string"",""enum"":[""[{\""Lang\"":\""zh\"",\""Voice\"":\""Microsoft Tracy Desktop\""}]"",""[{\""Lang\"":\""zh\"",\""Voice\"":\""Microsoft Hanhan Desktop\""}]"",""[{\""Lang\"":\""zh\"",\""Voice\"":\""Microsoft HuiHui Desktop\""}]"",""[{\""Lang\"":\""en\"",\""Voice\"":\""Microsoft Zira Desktop\""}]"",""[{\""Lang\"":\""en\"",\""Voice\"":\""Microsoft David Desktop\""}]"",""[{\""Lang\"":\""en\"",\""Voice\"":\""Microsoft Helena Desktop\""}]"",""[{\""Lang\"":\""fr\"",\""Voice\"":\""Microsoft Hortense Desktop\""}]"",""[{\""Lang\"":\""de\"",\""Voice\"":\""Microsoft Hedda Desktop\""}]"",""[{\""Lang\"":\""it\"",\""Voice\"":\""Microsoft Elsa Desktop\""}]"",""[{\""Lang\"":\""ja\"",\""Voice\"":\""Microsoft Haruka Desktop\""}]"",""[{\""Lang\"":\""ko\"",\""Voice\"":\""Microsoft Heami Desktop\""}]"",""[{\""Lang\"":\""pl\"",\""Voice\"":\""Microsoft Paulina Desktop\""}]"",""[{\""Lang\"":\""pt\"",\""Voice\"":\""Microsoft Maria Desktop\""}]"",""[{\""Lang\"":\""ru\"",\""Voice\"":\""Microsoft Irina Desktop\""}]"",""[{\""Lang\"":\""es\"",\""Voice\"":\""Microsoft Sabina Desktop\""}]"",""[{\""Lang\"":\""es\"",\""Voice\"":\""Microsoft Helena Desktop\""}]""],""enumLabels"":[""ZH - Microsoft Tracy"",""ZH - Microsoft Hanhan"",""ZH - Microsoft HuiHui"",""EN - Microsoft Zira"",""EN - Microsoft David"",""EN - Microsoft Helena"",""FR - Microsoft Hortense"",""DE - Microsoft Hedda"",""IT - Microsoft Elsa"",""JA - Microsoft Haruka"",""KO - Microsoft Heami"",""PL - Microsoft Paulina"",""PT - Microsoft Maria"",""RU - Microsoft Irina"",""ES - Microsoft Sabina"",""ES - Microsoft Helena""]}"
"com.office.windowsWordHome365LearningTools","ReadingModeColumnWidth","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Column mode","Column mode in which to display text",0,"number","[0,1,2]","[""Narrow"",""Default"",""Wide""]",,,,,"{""title"":""Column mode"",""description"":""Column mode in which to display text"",""type"":""number"",""enum"":[0,1,2],""enumLabels"":[""Narrow"",""Default"",""Wide""],""default"":0}"
"com.office.windowsWordHome365LearningTools","ReadingModePageColor","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Page color","The color that will be used as page background",0,"number","[0,1,2]","[""None"",""Sepia"",""Reverse (High-Contrast)""]",,,,,"{""title"":""Page color"",""description"":""The color that will be used as page background"",""type"":""number"",""enum"":[0,1,2],""enumLabels"":[""None"",""Sepia"",""Reverse (High-Contrast)""],""default"":0}"
"com.office.windowsWordHome365LearningTools","ReadingModePrintedPage","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Design","Select between column desing and page design",0,"number","[0,1]","[""Column Layout"",""Printed Layout""]",,,,,"{""title"":""Design"",""description"":""Select between column desing and page design"",""type"":""number"",""enum"":[0,1],""enumLabels"":[""Column Layout"",""Printed Layout""],""default"":0}"
"com.office.windowsWordHome365LearningTools","ReadAloudVoiceId","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Voice Id","The voice that will be used for text reading","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech_OneCore\Voices\Tokens\MSTTS_V110_enUS_DavidM","string","[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_esES_PabloM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_esES_HelenaM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_esES_LauraM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_DavidM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_MarkM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_ZiraM""]","[""Pablo"",""Helena"",""Laura"",""David"",""Mark"",""Zira""]",,,,,"{""title"":""Voice Id"",""description"":""The voice that will be used for text reading"",""type"":""string"",""enum"":[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_esES_PabloM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_esES_HelenaM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_esES_LauraM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_DavidM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_MarkM"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_ZiraM""],""enumLabels"":[""Pablo"",""Helena"",""Laura"",""David"",""Mark"",""Zira""],""default"":""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech_OneCore\\Voices\\Tokens\\MSTTS_V110_enUS_DavidM""}"
"com.office.windowsWordHome365LearningTools","ReadAloudVoiceRate","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Font Size","The font size in which text is preferred to be presented",10,"integer",,,0,20,,,"{""title"":""Font Size"",""description"":""The font size in which text is preferred to be presented"",""type"":""integer"",""default"":10,""minimum"":0,""maximum"":20}"
"com.office.windowsWordHome365LearningTools","ReadingModeSyllables","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Synth rate","The font size in which text is preferred to be presented",0,"number","[0,1]","[""False"",""True""]",,,,,"{""title"":""Synth rate"",""description"":""The font size in which text is preferred to be presented"",""type"":""number"",""enum"":[0,1],""enumLabels"":[""False"",""True""],""default"":0}"
"com.office.windowsWordHome365LearningTools","ReadingModeTextSpacing","LearningTools for Microsoft Office 2016 Word Home 365 edition for Windows 10","Synth rate","The font size in which text is preferred to be presented",0,"number","[0,1]","[""False"",""True""]",,,,,"{""title"":""Synth rate"",""description"":""The font size in which text is preferred to be presented"",""type"":""number"",""enum"":[0,1],""enumLabels"":[""False"",""True""],""default"":0}"
"com.office.windowsWordPro365LearningTools","ReadingModeColumnWidth","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Column mode","Column mode in which to display text",0,"number","[0,1,2]","[""Narrow"",""Default"",""Wide""]",,,,,"{""title"":""Column mode"",""description"":""Column mode in which to display text"",""type"":""number"",""enum"":[0,1,2],""enumLabels"":[""Narrow"",""Default"",""Wide""],""default"":0}"
"com.office.windowsWordPro365LearningTools","ReadingModePageColor","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Page color","The color that will be used as page background",0,"number","[0,1,2]","[""None"",""Sepia"",""Reverse (High-Contrast)""]",,,,,"{""title"":""Page color"",""description"":""The color that will be used as page background"",""type"":""number"",""enum"":[0,1,2],""enumLabels"":[""None"",""Sepia"",""Reverse (High-Contrast)""],""default"":0}"
"com.office.windowsWordPro365LearningTools","ReadingModePrintedPage","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Design","Select between column desing and page design",0,"number","[0,1]","[""Column Layout"",""Printed Layout""]",,,,,"{""title"":""Design"",""description"":""Select between column desing and page design"",""type"":""number"",""enum"":[0,1],""enumLabels"":[""Column Layout"",""Printed Layout""],""default"":0}"
"com.office.windowsWordPro365LearningTools","ReadAloudVoiceId","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Voice Id","The voice that will be used for text reading","HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Speech\Voices\Tokens\TTS_MS_EN-US_DAVID_11.0",,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_EN-US_DAVID_11.0"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_EN-US_ZIRA_11.0"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_ES-ES_HELENA_11.0""]","[""David"",""Zira"",""Helena""]",,,,,"{""title"":""Voice Id"",""description"":""The voice that will be used for text reading"",""enum"":[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_EN-US_DAVID_11.0"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_EN-US_ZIRA_11.0"",""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_ES-ES_HELENA_11.0""],""enumLabels"":[""David"",""Zira"",""Helena""],""default"":""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Speech\\Voices\\Tokens\\TTS_MS_EN-US_DAVID_11.0""}"
"com.office.windowsWordPro365LearningTools","ReadAloudVoiceRate","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Font Size","The font size in which text is preferred to be presented",10,"integer",,,0,20,,,"{""title"":""Font Size"",""description"":""The font size in which text is preferred to be presented"",""type"":""integer"",""default"":10,""minimum"":0,""maximum"":20}"
"com.office.windowsWordPro365LearningTools","ReadingModeSyllables","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Synth rate","The font size in which text is preferred to be presented",0,"number","[0,1]","[""False"",""True""]",,,,,"{""title"":""Synth rate"",""description"":""The font size in which text is preferred to be presented"",""type"":""number"",""enumLabels"":[""False"",""True""],""enum"":[0,1],""default"":0}"
"com.office.windowsWordPro365LearningTools","ReadingModeTextSpacing","LearningTools for Microsoft Office 2016 Word Pro 365 edition for Windows 10","Synth rate","The font size in which text is preferred to be presented",0,"number","[0,1]","[""False"",""True""]",,,,,"{""title"":""Synth rate"",""description"":""The font size in which text is preferred to be presented"",""type"":""number"",""enum"":[0,1],""enumLabels"":[""False"",""True""],""default"":0}"
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.optToolbarIconSet.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.optToolbarButtonGroupNameCurrent.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.DocType.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.Width.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.ShowText.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.optToolbarShowText.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.LargeIcons.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.AppBar.optToolbarLargeIcons.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optSAPI5Pitch.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optSAPI5Speed.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optSAPI5Volume.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optSAPI5PauseBetweenWords.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optSAPI5Voice.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.WebHighlighting.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Translation.ToLanguage.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optSAPI5SpeechHighlightContext.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Scanning.ScanDestination.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Scanning.ScanToFile.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Spelling.SpellAsIType.$t","Read Write Gold",,,,,,,,,,,
"com.texthelp.readWriteGold","ApplicationSettings.Speech.optAutoUseScreenReading.$t","Read Write Gold",,,,,,,,,,,
"eu.singularlogic.pixelsense.sociable","user.$t","Sociable",,,,,,,,,,,
"eu.singularlogic.pixelsense.sociable","expert.$t","Sociable",,,,,,,,,,,
"eu.singularlogic.pixelsense.sociable","careCenter.$t","Sociable",,,,,,,,,,,
"eu.singularlogic.pixelsense.sociable","screenReaderTTSEnabled","Sociable",,,,,,,,,,,
"eu.singularlogic.pixelsense.sociable","highContrastEnabled","Sociable",,,,,,,,,,,
"eu.singularlogic.pixelsense.sociable","fontSize","Sociable",,,,,,,,,,,
"net.gpii.test.speechControl","sc","GPII Test solution for speech control of the computer","Speech Control","Whether to enable/disable voice commands for computer.",false,"boolean",,,,,,,"{""title"":""Speech Control"",""description"":""Whether to enable/disable voice commands for computer."",""type"":""boolean"",""default"":false}"
"net.gpii.explode","explodeMethod","GPII Test solution for triggering settingsHandler errors","Explode Method","The strategy to be used when exploding",,,"[""reject"",""fail"",""throw""]","[""reject"",""fail"",""throw""]",,,,,"{""title"":""Explode Method"",""description"":""The strategy to be used when exploding"",""enum"":[""reject"",""fail"",""throw""],""enumLabels"":[""reject"",""fail"",""throw""]}"
"net.gpii.explode","explodeOn","GPII Test solution for triggering settingsHandler errors","Explode On","Whether to explode during the get or set settingsHandler method",,,"[""get"",""set"",""launch"",""stop""]","[""get"",""set"",""launch"",""stop""]",,,,,"{""title"":""Explode On"",""description"":""Whether to explode during the get or set settingsHandler method"",""enum"":[""get"",""set"",""launch"",""stop""],""enumLabels"":[""get"",""set"",""launch"",""stop""]}"
"net.gpii.uioPlus","captionsEnabled","UIO+","Captions","Request videos to display captions.",false,"boolean",,,,,,,"{""title"":""Captions"",""description"":""Request videos to display captions."",""type"":""boolean"",""default"":false}"
"net.gpii.uioPlus","characterSpace","UIO+","Character Space","Adjust the space between characters.",0,"number",,,-0.1,1,,0.1,"{""title"":""Character Space"",""description"":""Adjust the space between characters."",""type"":""number"",""default"":0,""minimum"":-0.1,""maximum"":1,""multipleOf"":0.1}"
"net.gpii.uioPlus","contrastTheme","UIO+","Contrast Theme","Change text and background colors.","default",,"[""default"",""bw"",""wb"",""by"",""yb"",""lgdg"",""gw"",""bbr""]","[""Default Theme"",""Black Foreground on a White Background"",""White Foreground on a Black Background"",""Black Foreground on a Yellow Background"",""Yellow Foreground on a Black Background"",""Light Gray Foreground on a Dark Gray Background"",""Gray Foreground on a White Background"",""Black Foreground on a Brown Background""]",,,,,"{""title"":""Contrast Theme"",""description"":""Change text and background colors."",""default"":""default"",""enum"":[""default"",""bw"",""wb"",""by"",""yb"",""lgdg"",""gw"",""bbr""],""enumLabels"":[""Default Theme"",""Black Foreground on a White Background"",""White Foreground on a Black Background"",""Black Foreground on a Yellow Background"",""Yellow Foreground on a Black Background"",""Light Gray Foreground on a Dark Gray Background"",""Gray Foreground on a White Background"",""Black Foreground on a Brown Background""]}"
"net.gpii.uioPlus","fontSize","UIO+","Font Size","Adjust text size.",12,"integer",,,3,60,,,"{""title"":""Font Size"",""description"":""Adjust text size."",""type"":""integer"",""default"":12,""minimum"":3,""maximum"":60}"
"net.gpii.uioPlus","inputsLargerEnabled","UIO+","Enhance Inputs","Emphasize links, buttons, menus, textfields, and other inputs.",false,"boolean",,,,,,,"{""title"":""Enhance Inputs"",""description"":""Emphasize links, buttons, menus, textfields, and other inputs."",""type"":""boolean"",""default"":false}"
"net.gpii.uioPlus","lineSpace","UIO+","Line Space","Adjusts the spacing between lines of text.",1,"number",,,0.7,3,,0.1,"{""title"":""Line Space"",""description"":""Adjusts the spacing between lines of text."",""type"":""number"",""default"":1,""minimum"":0.7,""maximum"":3,""multipleOf"":0.1}"
"net.gpii.uioPlus","selectionTheme","UIO+","Selection Theme","Change the highlight colour for text selections.","default",,"[""default"",""yellow"",""green"",""pink""]","[""Default Selection Highlight"",""Yellow Selection Highlight"",""Green Selection Highlight"",""Pink Selection Highlight""]",,,,,"{""title"":""Selection Theme"",""description"":""Change the highlight colour for text selections."",""default"":""default"",""enum"":[""default"",""yellow"",""green"",""pink""],""enumLabels"":[""Default Selection Highlight"",""Yellow Selection Highlight"",""Green Selection Highlight"",""Pink Selection Highlight""]}"
"net.gpii.uioPlus","selfVoicingEnabled","UIO+","Self Voicing","Let the device read site content aloud.",false,"boolean",,,,,,,"{""title"":""Self Voicing"",""description"":""Let the device read site content aloud."",""type"":""boolean"",""default"":false}"
"net.gpii.uioPlus","simplifiedUiEnabled","UIO+","Simplified UI","Only display the main content.",false,"boolean",,,,,,,"{""title"":""Simplified UI"",""description"":""Only display the main content."",""type"":""boolean"",""default"":false}"
"net.gpii.uioPlus","syllabificationEnabled","UIO+","Syllabification","Display words broken down into their syllables.",false,"boolean",,,,,,,"{""title"":""Syllabification"",""description"":""Display words broken down into their syllables."",""type"":""boolean"",""default"":false}"
"net.gpii.uioPlus","tableOfContentsEnabled","UIO+","Table of Contents","Create a table of contents.",false,"boolean",,,,,,,"{""title"":""Table of Contents"",""description"":""Create a table of contents."",""type"":""boolean"",""default"":false}"
